Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
BEIDOU 1C,27813,2003-021A,"May 24, 2003",1443.2,47.3° W,TRACK IT,-47.3,BEIDOU 1C,China,47.3° W,-0.955,0.040,TRUE
PALAPA B4,21964,1992-027A,"May 14, 1992",1440.8,47.2° W,TRACK IT,-47.2,PALAPA B4,Indonesia,47.2° W,-0.955,0.040,TRUE
ASTRA 3A,27400,2002-015B,"March 29, 2002",1436.1,47° W,TRACK IT,-47,ASTRA 3A,SES,47° W,-0.956,0.037,TRUE
ARABSAT 1D (ANIK D2),15383,1984-113B,"November 8, 1984",1455.9,45.3° W,TRACK IT,-45.3,ARABSAT 1D (ANIK D2),Arabsat,45.3° W,-0.965,0.036,TRUE
INTELSAT 14,36097,2009-064A,"November 23, 2009",1436.1,45° W,TRACK IT,-45,INTELSAT 14,Intelsat,45° W,-0.966,0.034,TRUE
TDRS 6,22314,1993-003B,"January 13, 1993",1436.1,45° W,TRACK IT,-45,TDRS 6,United States,45° W,-0.966,0.033,TRUE
ECHOSTAR 23,42070,2017-014A,"March 16, 2017",1436.1,44.9° W,TRACK IT,-44.9,ECHOSTAR 23,United States,44.9° W,-0.966,0.032,TRUE
INTELSAT 4 (PAS 4),23636,1995-040A,"August 3, 1995",1482.6,43.8° W,TRACK IT,-43.8,INTELSAT 4 (PAS 4),Intelsat,43.8° W,-0.971,0.024,TRUE
INTELSAT 32E (SKY BRASIL 1),41945,2017-007B,"February 14, 2017",1436.1,43.2° W,TRACK IT,-43.2,INTELSAT 32E (SKY BRASIL 1),Intelsat,43.2° W,-0.974,0.024,TRUE
INTELSAT 11 (PAS 11),32253,2007-044B,"October 5, 2007",1436.1,43° W,TRACK IT,-43,INTELSAT 11 (PAS 11),Intelsat,43° W,-0.974,0.021,TRUE
APSTAR 1A,23943,1996-039A,"July 3, 1996",1451.7,42.7° W,TRACK IT,-42.7,APSTAR 1A,China,42.7° W,-0.976,0.019,TRUE
USA 170,27875,2003-040A,"August 29, 2003",1436.1,42.4° W,TRACK IT,-42.4,USA 170,United States,42.4° W,-0.977,0.016,TRUE
WESTAR 5,13269,1982-058A,"June 9, 1982",1451.4,41.2° W,TRACK IT,-41.2,WESTAR 5,United States,41.2° W,-0.981,0.013,TRUE
TDRS-12,39504,2014-004A,"January 23, 2014",1436.1,40.8° W,TRACK IT,-40.8,TDRS-12,United States,40.8° W,-0.982,0.013,TRUE
SES-6,39172,2013-026A,"June 3, 2013",1436.1,40.5° W,TRACK IT,-40.5,SES-6,SES,40.5° W,-0.983,0.008,TRUE
YURI 2A (BS-2A),14659,1984-005A,"January 23, 1984",1453.8,39.4° W,TRACK IT,-39.4,YURI 2A (BS-2A),Japan,39.4° W,-0.987,0.008,TRUE
ECHOSTAR 5,25913,1999-050A,"September 23, 1999",1458.3,39.1° W,TRACK IT,-39.1,ECHOSTAR 5,United States,39.1° W,-0.987,0.003,TRUE
USA 99,22988,1994-009A,"February 7, 1994",1436,38.9° W,TRACK IT,-38.9,USA 99,United States,38.9° W,-0.988,0.001,TRUE
SIRIUS 3,25492,1998-056B,"October 5, 1998",1454,38.2° W,TRACK IT,-38.2,SIRIUS 3,SES,38.2° W,-0.990,0.000,TRUE
EXPRESS AM-2,28629,2005-010A,"March 29, 2005",1453.9,38° W,TRACK IT,-38,EXPRESS AM-2,Russia,38° W,-0.990,0.000,TRUE
TELSTAR 11N,34111,2009-009A,"February 26, 2009",1436.1,37.5° W,TRACK IT,-37.5,TELSTAR 11N,Canada,37.5° W,-0.991,-0.003,TRUE
NSS 10 (AMC-12),28526,2005-003A,"February 3, 2005",1436.1,37.4° W,TRACK IT,-37.4,NSS 10 (AMC-12),SES,37.4° W,-0.992,-0.004,TRUE
SUPERBIRD B1,21893,1992-010A,"February 26, 1992",1453.7,36.8° W,TRACK IT,-36.8,SUPERBIRD B1,Japan,36.8° W,-0.993,-0.006,TRUE
HGS-1 (ASIASAT 3),25126,1997-086A,"December 24, 1997",1435.8,36.6° W,TRACK IT,-36.6,HGS-1 (ASIASAT 3),United States,36.6° W,-0.993,-0.008,TRUE
OPS 6392 (FLTSATCOM 2),11353,1979-038A,"May 4, 1979",1461.3,36.4° W,TRACK IT,-36.4,OPS 6392 (FLTSATCOM 2),United States,36.4° W,-0.994,-0.009,TRUE
HIMAWARI 2 (GMS 2),12677,1981-076A,"August 10, 1981",1446.4,36.1° W,TRACK IT,-36.1,HIMAWARI 2 (GMS 2),Japan,36.1° W,-0.994,-0.011,TRUE
HISPASAT 36W-1,41942,2017-006A,"January 28, 2017",1436.1,36° W,TRACK IT,-36,HISPASAT 36W-1,Spain,36° W,-0.995,-0.013,TRUE
PALAPA 1,9009,1976-066A,"July 8, 1976",1438.5,34.5° W,TRACK IT,-34.5,PALAPA 1,Indonesia,34.5° W,-0.997,-0.022,TRUE
INTELSAT 35E,42818,2017-041A,"July 5, 2017",1436.1,34.5° W,TRACK IT,-34.5,INTELSAT 35E,Intelsat,34.5° W,-0.997,-0.028,TRUE
BEIDOU 1B,26643,2000-082A,"December 20, 2000",1450.8,33.9° W,TRACK IT,-33.9,BEIDOU 1B,China,33.9° W,-0.998,-0.029,TRUE
SKYNET 4F,26695,2001-005B,"February 7, 2001",1436.1,33.6° W,TRACK IT,-33.6,SKYNET 4F,United Kingdom,33.6° W,-0.998,-0.030,TRUE
GALAXY 4R,26298,2000-020A,"April 19, 2000",1442.3,33° W,TRACK IT,-33,GALAXY 4R,United States,33° W,-0.999,-0.030,TRUE
OPS 3811,5204,1971-039A,"May 5, 1971",1467,32.5° W,TRACK IT,-32.5,OPS 3811,United States,32.5° W,-0.999,-0.040,TRUE
OPTUS A2 (AUSSAT 2),16275,1985-109C,"November 27, 1985",1440.7,32.4° W,TRACK IT,-32.4,OPTUS A2 (AUSSAT 2),Australia,32.4° W,-0.999,-0.042,TRUE
INTELSAT 25(PROTOSTAR 1),33153,2008-034A,"July 7, 2008",1436.1,31.5° W,TRACK IT,-31.5,INTELSAT 25(PROTOSTAR 1),Intelsat,31.5° W,-1.000,-0.043,TRUE
INTELSAT 903,27403,2002-016A,"March 30, 2002",1436.1,31.5° W,TRACK IT,-31.5,INTELSAT 903,Intelsat,31.5° W,-1.000,-0.045,TRUE
BSAT-1A,24769,1997-016B,"April 16, 1997",1452.7,30.5° W,TRACK IT,-30.5,BSAT-1A,Japan,30.5° W,-1.000,-0.049,TRUE
HISPASAT 1D,27528,2002-044A,"September 18, 2002",1436.1,30.2° W,TRACK IT,-30.2,HISPASAT 1D,Spain,30.2° W,-1.000,-0.053,TRUE
HISPASAT 1E,37264,2010-070A,"December 29, 2010",1436.1,30° W,TRACK IT,-30,HISPASAT 1E,Spain,30° W,-1.000,-0.054,TRUE
SPAINSAT,28945,2006-007A,"March 11, 2006",1436.1,30° W,TRACK IT,-30,SPAINSAT,Spain,30° W,-1.000,-0.064,TRUE
INTELSAT 901,26824,2001-024A,"June 9, 2001",1436.1,29.5° W,TRACK IT,-29.5,INTELSAT 901,Intelsat,29.5° W,-1.000,-0.065,TRUE
SATCOM 1R,13984,1983-030A,"April 11, 1983",1442,29.2° W,TRACK IT,-29.2,SATCOM 1R,United States,29.2° W,-1.000,-0.074,TRUE
ARABSAT 2B,24652,1996-063A,"November 13, 1996",1448.5,28.8° W,TRACK IT,-28.8,ARABSAT 2B,Arabsat,28.8° W,-1.000,-0.077,TRUE
OPS 6157,6691,1973-040A,"June 12, 1973",1442.8,28.6° W,TRACK IT,-28.6,OPS 6157,United States,28.6° W,-1.000,-0.078,TRUE
EKRAN 15,16729,1986-038A,"May 24, 1986",1491.5,28.3° W,TRACK IT,-28.3,EKRAN 15,Russia,28.3° W,-1.000,-0.079,TRUE
EKRAN 10,13878,1983-016A,"March 12, 1983",1515.3,28° W,TRACK IT,-28,EKRAN 10,Russia,28° W,-0.999,-0.080,TRUE
INTELSAT 907,27683,2003-007A,"February 15, 2003",1436.1,27.5° W,TRACK IT,-27.5,INTELSAT 907,Intelsat,27.5° W,-0.999,-0.080,TRUE
SESAT 2 (EXPRESS AM-22),28134,2003-060A,"December 28, 2003",1449.3,25.9° W,TRACK IT,-25.9,SESAT 2 (EXPRESS AM-22),Europe,25.9° W,-0.997,-0.085,TRUE
COSMOS 2054,20391,1989-101A,"December 27, 1989",1435.7,24.8° W,TRACK IT,-24.8,COSMOS 2054,Russia,24.8° W,-0.996,-0.086,TRUE
ALCOMSAT 1,43039,2017-078A,"December 10, 2017",1436.1,24.7° W,TRACK IT,-24.7,ALCOMSAT 1,Algeria,24.7° W,-0.996,-0.088,TRUE
GORIZONT 33,26372,2000-029A,"June 6, 2000",1436.5,24.5° W,TRACK IT,-24.5,GORIZONT 33,Russia,24.5° W,-0.995,-0.093,TRUE
INTELSAT 905,27438,2002-027A,"June 5, 2002",1436.1,24.5° W,TRACK IT,-24.5,INTELSAT 905,Intelsat,24.5° W,-0.995,-0.095,TRUE
ASTRA 1A,19688,1988-109B,"December 11, 1988",1464.3,22.6° W,TRACK IT,-22.6,ASTRA 1A,SES,22.6° W,-0.992,-0.095,TRUE
EUTE 48A (HB2),24665,1996-067A,"November 21, 1996",1463.7,22.2° W,TRACK IT,-22.2,EUTE 48A (HB2),Europe,22.2° W,-0.991,-0.099,TRUE
SES 4,38087,2012-007A,"February 14, 2012",1436.1,22° W,TRACK IT,-22,SES 4,SES,22° W,-0.990,-0.101,TRUE
OV2-5,3428,1968-081A,"September 26, 1968",1417.9,21.6° W,TRACK IT,-21.6,OV2-5,United States,21.6° W,-0.989,-0.101,TRUE
EUTE 3A (SINOSAT 3),31577,2007-021A,"May 31, 2007",1464.4,20.8° W,TRACK IT,-20.8,EUTE 3A (SINOSAT 3),Europe,20.8° W,-0.987,-0.102,TRUE
AL YAH 3,43174,2018-012A,"January 25, 2018",1436.1,20.1° W,TRACK IT,-20.1,AL YAH 3,United Arab Emirates,20.1° W,-0.985,-0.102,TRUE
NSS 7,27414,2002-019A,"April 16, 2002",1436.1,20° W,TRACK IT,-20,NSS 7,SES,20° W,-0.985,-0.103,TRUE
INTELSAT-37E,42950,2017-059A,"September 29, 2017",1436.1,18° W,TRACK IT,-18,INTELSAT-37E,Intelsat,18° W,-0.978,-0.106,TRUE
SKYNET 5C,33055,2008-030A,"June 12, 2008",1436.1,17.8° W,TRACK IT,-17.8,SKYNET 5C,United Kingdom,17.8° W,-0.977,-0.112,TRUE
LUCH 5B,38977,2012-061A,"November 2, 2012",1436.1,16.2° W,TRACK IT,-16.2,LUCH 5B,Russia,16.2° W,-0.971,-0.116,TRUE
METEOSAT 4 (MOP 1),19876,1989-020B,"March 6, 1989",1482.9,15.6° W,TRACK IT,-15.6,METEOSAT 4 (MOP 1),Europe,15.6° W,-0.969,-0.117,TRUE
MUOS 3,40374,2015-002A,"January 21, 2015",1436.1,15.4° W,TRACK IT,-15.4,MUOS 3,United States,15.4° W,-0.968,-0.119,TRUE
INTELSAT 802,24846,1997-031A,"June 25, 1997",1467.7,15.2° W,TRACK IT,-15.2,INTELSAT 802,Intelsat,15.2° W,-0.967,-0.121,TRUE
FLTSATCOM 8 (USA 46),20253,1989-077A,"September 25, 1989",1436.1,15° W,TRACK IT,-15,FLTSATCOM 8 (USA 46),United States,15° W,-0.966,-0.130,TRUE
TELSTAR 12V,41036,2015-068A,"November 24, 2015",1436.1,15° W,TRACK IT,-15,TELSTAR 12V,Canada,15° W,-0.966,-0.130,TRUE
EXPRESS AM-8,40895,2015-048A,"September 14, 2015",1436.1,14° W,TRACK IT,-14,EXPRESS AM-8,Russia,14° W,-0.961,-0.131,TRUE
LUCH,23426,1994-082A,"December 16, 1994",1436.2,13.8° W,TRACK IT,-13.8,LUCH,Russia,13.8° W,-0.960,-0.132,TRUE
COSMOS 2473,37806,2011-048A,"September 20, 2011",1436.1,13.5° W,TRACK IT,-13.5,COSMOS 2473,Russia,13.5° W,-0.959,-0.135,TRUE
EUTE 8 WEST A (AB 2),26927,2001-042A,"September 25, 2001",1436.1,12.5° W,TRACK IT,-12.5,EUTE 8 WEST A (AB 2),Europe,12.5° W,-0.954,-0.135,TRUE
LEASAT 3,15643,1985-028C,"April 12, 1985",1485.1,12.1° W,TRACK IT,-12.1,LEASAT 3,United States,12.1° W,-0.952,-0.136,TRUE
WGS F3 (USA 211),36108,2009-068A,"December 6, 2009",1436.1,12° W,TRACK IT,-12,WGS F3 (USA 211),United States,12° W,-0.951,-0.136,TRUE
TDRS 13,42915,2017-047A,"August 18, 2017",1436.1,11.4° W,TRACK IT,-11.4,TDRS 13,United States,11.4° W,-0.948,-0.140,TRUE
EXPRESS AM-44,33595,2009-007A,"February 11, 2009",1436.1,11° W,TRACK IT,-11,EXPRESS AM-44,Russia,11° W,-0.946,-0.141,TRUE
GSAT 2,27807,2003-018A,"May 8, 2003",1442,11° W,TRACK IT,-11,GSAT 2,India,11° W,-0.946,-0.147,TRUE
TELSTAR 302,15237,1984-093D,"August 30, 1984",1443.1,10.8° W,TRACK IT,-10.8,TELSTAR 302,United States,10.8° W,-0.944,-0.150,TRUE
HIMAWARI 4 (GMS 4),20217,1989-070A,"September 5, 1989",1478.2,10.7° W,TRACK IT,-10.7,HIMAWARI 4 (GMS 4),Japan,10.7° W,-0.944,-0.150,TRUE
TVSAT 1,18570,1987-095A,"November 21, 1987",1455.7,10.6° W,TRACK IT,-10.6,TVSAT 1,Germany,10.6° W,-0.943,-0.151,TRUE
PAS 1,19217,1988-051C,"June 15, 1988",1448.8,10° W,TRACK IT,-10,PAS 1,United States,10° W,-0.940,-0.151,TRUE
GOES 11,26352,2000-022A,"May 3, 2000",1453.9,8.7° W,TRACK IT,-8.7,GOES 11,United States,8.7° W,-0.932,-0.151,TRUE
EUTELSAT 8 WEST B,40875,2015-039B,"August 20, 2015",1436.1,8° W,TRACK IT,-8,EUTELSAT 8 WEST B,Europe,8° W,-0.927,-0.152,TRUE
OPS 0757 (TACSAT),3691,1969-013A,"February 9, 1969",1434.2,7.7° W,TRACK IT,-7.7,OPS 0757 (TACSAT),United States,7.7° W,-0.925,-0.153,TRUE
EUTE 7 WEST A (AB 7),37816,2011-051A,"September 24, 2011",1436.1,7.3° W,TRACK IT,-7.3,EUTE 7 WEST A (AB 7),Europe,7.3° W,-0.923,-0.153,TRUE
NILESAT 201,36830,2010-037A,"August 4, 2010",1436.1,7° W,TRACK IT,-7,NILESAT 201,Egypt,7° W,-0.921,-0.155,TRUE
ATS 5,4068,1969-069A,"August 12, 1969",1447.3,5.2° W,TRACK IT,-5.2,ATS 5,United States,5.2° W,-0.908,-0.161,TRUE
SYRACUSE 3B,29273,2006-033B,"August 11, 2006",1436.1,5.2° W,TRACK IT,-5.2,SYRACUSE 3B,France,5.2° W,-0.908,-0.163,TRUE
EUTE 5 WEST A (STELLAT5),27460,2002-035A,"July 5, 2002",1436.1,5° W,TRACK IT,-5,EUTE 5 WEST A (STELLAT5),Europe,5° W,-0.906,-0.168,TRUE
COSMOS 2224,22269,1992-088A,"December 17, 1992",1436.3,4.8° W,TRACK IT,-4.8,COSMOS 2224,Russia,4.8° W,-0.905,-0.169,TRUE
AMOS 3,32794,2008-022A,"April 28, 2008",1436.1,4.1° W,TRACK IT,-4.1,AMOS 3,Israel,4.1° W,-0.900,-0.169,TRUE
THOR 3,25358,1998-035A,"June 10, 1998",1436.1,4.1° W,TRACK IT,-4.1,THOR 3,Norway,4.1° W,-0.900,-0.170,TRUE
GALAXY 27 (TELSTAR 7),25922,1999-052A,"September 25, 1999",1454.2,3.9° W,TRACK IT,-3.9,GALAXY 27 (TELSTAR 7),Intelsat,3.9° W,-0.898,-0.172,TRUE
ASIASAT 8,40107,2014-046A,"August 5, 2014",1436.1,3.9° W,TRACK IT,-3.9,ASIASAT 8,AsiaSat,3.9° W,-0.898,-0.173,TRUE
ABS 3A,40424,2015-010A,"March 2, 2015",1436.1,3° W,TRACK IT,-3,ABS 3A,China,3° W,-0.891,-0.176,TRUE
LEASAT 4,15995,1985-076D,"August 27, 1985",1472.4,2.8° W,TRACK IT,-2.8,LEASAT 4,United States,2.8° W,-0.889,-0.177,TRUE
SAKURA 1A (CS-1A),10516,1977-118A,"December 15, 1977",1455.8,1.6° W,TRACK IT,-1.6,SAKURA 1A (CS-1A),Japan,1.6° W,-0.880,-0.179,TRUE
INTELSAT 1002,28358,2004-022A,"June 16, 2004",1436.1,1° W,TRACK IT,-1,INTELSAT 1002,Intelsat,1° W,-0.875,-0.179,TRUE
SKYNET 4E,25639,1999-009B,"February 26, 1999",1436.1,0.9° W,TRACK IT,-0.9,SKYNET 4E,United Kingdom,0.9° W,-0.874,-0.181,TRUE
THOR 6,36033,2009-058B,"October 29, 2009",1436.1,0.8° W,TRACK IT,-0.8,THOR 6,Norway,0.8° W,-0.873,-0.181,TRUE
GSAT 1,26745,2001-015A,"April 18, 2001",1387,0.8° W,TRACK IT,-0.8,GSAT 1,India,0.8° W,-0.873,-0.182,TRUE
THOR 5,32487,2008-006A,"February 11, 2008",1436.1,0.7° W,TRACK IT,-0.7,THOR 5,Norway,0.7° W,-0.872,-0.183,TRUE
THOR 7,40613,2015-022A,"April 26, 2015",1436.1,0.6° W,TRACK IT,-0.6,THOR 7,Norway,0.6° W,-0.871,-0.186,TRUE
EUTELSAT 1-F1 (ECS 1),14128,1983-058A,"June 16, 1983",1456.4,0.4° W,TRACK IT,-0.4,EUTELSAT 1-F1 (ECS 1),Europe,0.4° W,-0.869,-0.186,TRUE
MSG 4,40732,2015-034A,"July 15, 2015",1436.1,0.3° W,TRACK IT,-0.3,MSG 4,Europe,0.3° W,-0.869,-0.192,TRUE
INSAT 2C,23731,1995-067B,"December 6, 1995",1443,0°,TRACK IT,0,INSAT 2C,India,0°,-0.866,-0.194,TRUE
ETS 8,29656,2006-059A,"December 18, 2006",1454.4,1.5° E,TRACK IT,1.5,ETS 8,Japan,1.5° E,-0.853,-0.194,TRUE
BULGARIASAT-1,42801,2017-038A,"June 23, 2017",1436.1,1.9° E,TRACK IT,1.9,BULGARIASAT-1,Bulgaria,1.9° E,-0.849,-0.194,TRUE
RASCOM QAF 1R,36831,2010-037B,"August 4, 2010",1436.1,2.9° E,TRACK IT,2.9,RASCOM QAF 1R,RASCOM,2.9° E,-0.840,-0.194,TRUE
EUTE 3B,39773,2014-030A,"May 26, 2014",1436.1,3.1° E,TRACK IT,3.1,EUTE 3B,Europe,3.1° E,-0.838,-0.196,TRUE
INTELSAT 704,23461,1995-001A,"January 10, 1995",1451.9,3.2° E,TRACK IT,3.2,INTELSAT 704,Intelsat,3.2° E,-0.837,-0.199,TRUE
METEOSAT 9 (MSG 2),28912,2005-049B,"December 21, 2005",1436.1,3.3° E,TRACK IT,3.3,METEOSAT 9 (MSG 2),Europe,3.3° E,-0.836,-0.199,TRUE
ESTRELA DU SOL-TELSTAR14,28137,2004-001A,"January 11, 2004",1457,3.8° E,TRACK IT,3.8,ESTRELA DU SOL-TELSTAR14,United States / Brazil,3.8° E,-0.831,-0.200,TRUE
AEHF 1 (USA 214),36868,2010-039A,"August 14, 2010",1436.1,4° E,TRACK IT,4,AEHF 1 (USA 214),United States,4° E,-0.829,-0.202,TRUE
ASTRA 4A (SIRIUS 4),32299,2007-057A,"November 17, 2007",1436.1,4.8° E,TRACK IT,4.8,ASTRA 4A (SIRIUS 4),SES,4.8° E,-0.821,-0.204,TRUE
SES 5,38652,2012-036A,"July 9, 2012",1436.1,5° E,TRACK IT,5,SES 5,SES,5° E,-0.819,-0.208,TRUE
ASTRA 2D,26638,2000-081A,"December 20, 2000",1436,5.3° E,TRACK IT,5.3,ASTRA 2D,SES,5.3° E,-0.816,-0.211,TRUE
BRAZILSAT B2,23536,1995-016A,"March 28, 1995",1451,5.4° E,TRACK IT,5.4,BRAZILSAT B2,Brazil,5.4° E,-0.815,-0.211,TRUE
OPS 1948,11558,1979-086A,"October 1, 1979",1437.8,5.8° E,TRACK IT,5.8,OPS 1948,United States,5.8° E,-0.811,-0.211,TRUE
SATCOM C3,22117,1992-060B,"September 10, 1992",1484.4,5.9° E,TRACK IT,5.9,SATCOM C3,United States,5.9° E,-0.810,-0.212,TRUE
WGS F1 (USA 195),32258,2007-046A,"October 11, 2007",1436.1,6° E,TRACK IT,6,WGS F1 (USA 195),United States,6° E,-0.809,-0.214,TRUE
EUTE 33A (EB 3),27948,2003-043A,"September 27, 2003",1456.2,6.2° E,TRACK IT,6.2,EUTE 33A (EB 3),Europe,6.2° E,-0.807,-0.217,TRUE
EUTE 7A (EUTE W3A),28187,2004-008A,"March 15, 2004",1436.1,7° E,TRACK IT,7,EUTE 7A (EUTE W3A),Europe,7° E,-0.799,-0.222,TRUE
EUTE 3D,39163,2013-022A,"May 14, 2013",1436.1,7° E,TRACK IT,7,EUTE 3D,Europe,7° E,-0.799,-0.223,TRUE
INTELSAT 511,15873,1985-055A,"June 30, 1985",1438.4,8.4° E,TRACK IT,8.4,INTELSAT 511,Intelsat,8.4° E,-0.784,-0.225,TRUE
COSMOS 1940,19073,1988-034A,"April 26, 1988",1430.6,9° E,TRACK IT,9,COSMOS 1940,Russia,9° E,-0.777,-0.227,TRUE
EUTELSAT 9B,41310,2016-005A,"January 29, 2016",1436.1,9° E,TRACK IT,9,EUTELSAT 9B,Europe,9° E,-0.777,-0.228,TRUE
OPS 2112,8916,1976-059A,"June 26, 1976",1447.8,9° E,TRACK IT,9,OPS 2112,United States,9° E,-0.777,-0.229,TRUE
EUTE KA SAT 9A (KA SAT),37258,2010-069A,"December 26, 2010",1436,9° E,TRACK IT,9,EUTE KA SAT 9A (KA SAT),Europe,9° E,-0.777,-0.231,TRUE
METEOSAT 10 (MSG 3),38552,2012-035B,"July 5, 2012",1436,9.4° E,TRACK IT,9.4,METEOSAT 10 (MSG 3),Europe,9.4° E,-0.773,-0.231,TRUE
EUTE 10A (EUTE W2A),34710,2009-016A,"April 3, 2009",1436.1,10° E,TRACK IT,10,EUTE 10A (EUTE W2A),Europe,10° E,-0.766,-0.234,TRUE
ECHOSTAR 21,42749,2017-032A,"June 8, 2017",1436.1,10.1° E,TRACK IT,10.1,ECHOSTAR 21,United States,10.1° E,-0.765,-0.234,TRUE
EKRAN 13,15219,1984-090A,"August 24, 1984",1499.6,10.3° E,TRACK IT,10.3,EKRAN 13,Russia,10.3° E,-0.763,-0.234,TRUE
OPS 4966,7963,1975-055A,"June 18, 1975",1436.7,10.8° E,TRACK IT,10.8,OPS 4966,United States,10.8° E,-0.757,-0.234,TRUE
EUTELSAT 1-F5 (ECS 5),19331,1988-063B,"July 21, 1988",1466.9,11.2° E,TRACK IT,11.2,EUTELSAT 1-F5 (ECS 5),Europe,11.2° E,-0.752,-0.234,TRUE
SICRAL 1B,34810,2009-020A,"April 20, 2009",1436.1,12.3° E,TRACK IT,12.3,SICRAL 1B,Italy,12.3° E,-0.740,-0.235,TRUE
EUTE HOT BIRD 13B (HB 8),29270,2006-032A,"August 4, 2006",1436.1,13° E,TRACK IT,13,EUTE HOT BIRD 13B (HB 8),Europe,13° E,-0.731,-0.235,TRUE
EUTE HOT BIRD 13C (HB 9),33459,2008-065A,"December 20, 2008",1436.1,13° E,TRACK IT,13,EUTE HOT BIRD 13C (HB 9),Europe,13° E,-0.731,-0.236,TRUE
EUTE 9A (HB 7A),28946,2006-007B,"March 11, 2006",1436.1,13° E,TRACK IT,13,EUTE 9A (HB 7A),Europe,13° E,-0.731,-0.237,TRUE
COMSATBW-2,36582,2010-021B,"May 21, 2010",1436.1,13.2° E,TRACK IT,13.2,COMSATBW-2,Germany,13.2° E,-0.729,-0.238,TRUE
HYLAS 1,37237,2010-065A,"November 26, 2010",1436.1,13.8° E,TRACK IT,13.8,HYLAS 1,United Kingdom,13.8° E,-0.722,-0.239,TRUE
RADUGA 29,22557,1993-013A,"March 25, 1993",1435.7,14.5° E,TRACK IT,14.5,RADUGA 29,Russia,14.5° E,-0.713,-0.239,TRUE
EUTE 16A (EUTE W3C),37836,2011-057A,"October 7, 2011",1436.1,16° E,TRACK IT,16,EUTE 16A (EUTE W3C),Europe,16° E,-0.695,-0.239,TRUE
BS-2B (YURI 2B),16597,1986-016A,"February 12, 1986",1450.3,16.2° E,TRACK IT,16.2,BS-2B (YURI 2B),Japan,16.2° E,-0.692,-0.240,TRUE
TIANLIAN 1-03,38730,2012-040A,"July 25, 2012",1436,16.8° E,TRACK IT,16.8,TIANLIAN 1-03,China,16.8° E,-0.685,-0.240,TRUE
ATS 6,7318,1974-039A,"May 30, 1974",1412.1,17.2° E,TRACK IT,17.2,ATS 6,United States,17.2° E,-0.679,-0.240,TRUE
METEOSAT 7,24932,1997-049B,"September 2, 1997",1464.8,17.5° E,TRACK IT,17.5,METEOSAT 7,Europe,17.5° E,-0.676,-0.241,TRUE
EXPRESS MD2,38745,2012-044B,"August 6, 2012",131.2,17.9° E,TRACK IT,17.9,EXPRESS MD2,Russia,17.9° E,-0.670,-0.242,TRUE
SICRAL 1,26694,2001-005A,"February 7, 2001",1436.1,18.3° E,TRACK IT,18.3,SICRAL 1,Italy,18.3° E,-0.665,-0.245,TRUE
OPS 9390,6317,1972-101A,"December 20, 1972",1435.9,18.5° E,TRACK IT,18.5,OPS 9390,United States,18.5° E,-0.663,-0.245,TRUE
USA 164,27168,2002-001A,"January 14, 2002",1436.1,19.1° E,TRACK IT,19.1,USA 164,United States,19.1° E,-0.655,-0.246,TRUE
ASTRA 1KR,29055,2006-012A,"April 20, 2006",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1KR,SES,19.2° E,-0.653,-0.248,TRUE
ASTRA 1L,31306,2007-016A,"May 4, 2007",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1L,SES,19.2° E,-0.653,-0.249,TRUE
ASTRA 1M,33436,2008-057A,"November 5, 2008",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1M,SES,19.2° E,-0.653,-0.253,TRUE
ASTRA 1N,37775,2011-041A,"August 6, 2011",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1N,SES,19.2° E,-0.653,-0.253,TRUE
ASTRA 2B,26494,2000-054A,"September 14, 2000",1436.1,19.4° E,TRACK IT,19.4,ASTRA 2B,SES,19.4° E,-0.651,-0.255,TRUE
MARISAT 2,9478,1976-101A,"October 14, 1976",1475.5,19.6° E,TRACK IT,19.6,MARISAT 2,United States,19.6° E,-0.648,-0.255,TRUE
AMC-14,32708,2008-011A,"March 14, 2008",1436,19.9° E,TRACK IT,19.9,AMC-14,United States,19.9° E,-0.644,-0.256,TRUE
ARABSAT 5C,37810,2011-049B,"September 21, 2011",1436.1,20° E,TRACK IT,20,ARABSAT 5C,Arabsat,20° E,-0.643,-0.256,TRUE
GSTAR 2,16649,1986-026A,"March 28, 1986",1442.9,20.5° E,TRACK IT,20.5,GSTAR 2,United States,20.5° E,-0.636,-0.256,TRUE
SBIRS GEO 2 (USA 241),39120,2013-011A,"March 19, 2013",1436.1,20.6° E,TRACK IT,20.6,SBIRS GEO 2 (USA 241),United States,20.6° E,-0.635,-0.256,TRUE
AFRICASAT 1 (MEASAT 1),23765,1996-002B,"January 12, 1996",1453.6,20.8° E,TRACK IT,20.8,AFRICASAT 1 (MEASAT 1),Malaysia,20.8° E,-0.632,-0.256,TRUE
TELECOM 2B,21939,1992-021A,"April 15, 1992",1446.9,20.8° E,TRACK IT,20.8,TELECOM 2B,France,20.8° E,-0.632,-0.256,TRUE
NATO 3B,9785,1977-005A,"January 28, 1977",1511.5,21° E,TRACK IT,21,NATO 3B,NATO,21° E,-0.629,-0.260,TRUE
