Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
SATCOM C5,13631,1982-105A,"October 28, 1982",1436.1,105.2° W,TRACK IT,-105.2,SATCOM C5,United States,105.2° W,-0.255,0.292,TRUE
AMC-15,28446,2004-041A,"October 14, 2004",1436.1,105° W,TRACK IT,-105,AMC-15,SES,105° W,-0.259,0.292,TRUE
XM-1,26761,2001-018A,"May 8, 2001",1454.5,104.9° W,TRACK IT,-104.9,XM-1,United States,104.9° W,-0.261,0.292,TRUE
ECHOSTAR 105/SES 11,42967,2017-063A,"October 11, 2017",1436.1,104.9° W,TRACK IT,-104.9,ECHOSTAR 105/SES 11,SES,104.9° W,-0.261,0.292,TRUE
LES 9,8747,1976-023B,"March 15, 1976",1436.1,104.6° W,TRACK IT,-104.6,LES 9,United States,104.6° W,-0.266,0.291,TRUE
NATO 2B,4902,1971-009A,"February 3, 1971",1436.1,104.5° W,TRACK IT,-104.5,NATO 2B,NATO,104.5° W,-0.267,0.290,TRUE
SKYNET 1,4250,1969-101A,"November 22, 1969",1436.1,104.5° W,TRACK IT,-104.5,SKYNET 1,United Kingdom,104.5° W,-0.267,0.289,TRUE
INTELSAT 602,20315,1989-087A,"October 27, 1989",1454.5,104.4° W,TRACK IT,-104.4,INTELSAT 602,Intelsat,104.4° W,-0.269,0.289,TRUE
GOES 14,35491,2009-033A,"June 27, 2009",1436.1,104.4° W,TRACK IT,-104.4,GOES 14,United States,104.4° W,-0.269,0.289,TRUE
DIRECTV 1R,25937,1999-056A,"October 10, 1999",1455.2,104.2° W,TRACK IT,-104.2,DIRECTV 1R,United States,104.2° W,-0.272,0.289,TRUE
OPS 8790,10787,1978-038A,"April 7, 1978",1433.2,103.7° W,TRACK IT,-103.7,OPS 8790,United States,103.7° W,-0.281,0.288,TRUE
SES 3,37748,2011-035A,"July 15, 2011",1436.1,103° W,TRACK IT,-103,SES 3,United States,103° W,-0.292,0.286,TRUE
DIRECTV 10,31862,2007-032A,"July 7, 2007",1436.1,102.8° W,TRACK IT,-102.8,DIRECTV 10,United States,102.8° W,-0.296,0.285,TRUE
DIRECTV 12,36131,2009-075A,"December 29, 2009",1436.1,102.8° W,TRACK IT,-102.8,DIRECTV 12,United States,102.8° W,-0.296,0.285,TRUE
SOLIDARIDAD 1,22911,1993-073A,"November 20, 1993",1436,102.5° W,TRACK IT,-102.5,SOLIDARIDAD 1,Mexico,102.5° W,-0.301,0.284,TRUE
ITALSAT 1,21055,1991-003A,"January 15, 1991",1440.6,102° W,TRACK IT,-102,ITALSAT 1,Italy,102° W,-0.309,0.283,TRUE
TELSTAR 401,22927,1993-077A,"December 16, 1993",1435.9,102° W,TRACK IT,-102,TELSTAR 401,United States,102° W,-0.309,0.281,TRUE
NATO 2A,4353,1970-021A,"March 20, 1970",1436,101.6° W,TRACK IT,-101.6,NATO 2A,NATO,101.6° W,-0.316,0.280,TRUE
SKYTERRA 1,37218,2010-061A,"November 14, 2010",1436.1,101.3° W,TRACK IT,-101.3,SKYTERRA 1,United States,101.3° W,-0.321,0.280,TRUE
DIRECTV 4S,26985,2001-052A,"November 27, 2001",1436.1,101.1° W,TRACK IT,-101.1,DIRECTV 4S,United States,101.1° W,-0.324,0.280,TRUE
DIRECTV 9S,29494,2006-043A,"October 13, 2006",1436.1,101° W,TRACK IT,-101,DIRECTV 9S,United States,101° W,-0.326,0.279,TRUE
SES 1,36516,2010-016A,"April 24, 2010",1436.1,100.9° W,TRACK IT,-100.9,SES 1,SES,100.9° W,-0.327,0.278,TRUE
DIRECTV 15,40663,2015-026A,"May 27, 2015",1436.1,100.9° W,TRACK IT,-100.9,DIRECTV 15,United States,100.9° W,-0.327,0.278,TRUE
DIRECTV 8,28659,2005-019A,"May 22, 2005",1436.1,100.7° W,TRACK IT,-100.7,DIRECTV 8,United States,100.7° W,-0.331,0.276,TRUE
EKRAN 5,11890,1980-060A,"July 15, 1980",1434.6,100.5° W,TRACK IT,-100.5,EKRAN 5,Russia,100.5° W,-0.334,0.275,TRUE
LEASAT 1,15384,1984-113C,"November 8, 1984",1461.3,99.7° W,TRACK IT,-99.7,LEASAT 1,United States,99.7° W,-0.347,0.275,TRUE
CHINASAT 5A (CHINASTAR1),25354,1998-033A,"May 30, 1998",1454.7,99.5° W,TRACK IT,-99.5,CHINASAT 5A (CHINASTAR1),China,99.5° W,-0.350,0.275,TRUE
DIRECTV 14,40333,2014-078B,"December 6, 2014",1436.1,99.2° W,TRACK IT,-99.2,DIRECTV 14,United States,99.2° W,-0.355,0.275,TRUE
DIRECTV 11,32729,2008-013A,"March 19, 2008",1436.1,99.2° W,TRACK IT,-99.2,DIRECTV 11,United States,99.2° W,-0.355,0.273,TRUE
SPACEWAY 2,28903,2005-046B,"November 16, 2005",1436.1,99.1° W,TRACK IT,-99.1,SPACEWAY 2,United States,99.1° W,-0.357,0.272,TRUE
GALAXY 16,29236,2006-023A,"June 18, 2006",1436.1,99° W,TRACK IT,-99,GALAXY 16,United States,99° W,-0.358,0.271,TRUE
INMARSAT 4-F3,33278,2008-039A,"August 18, 2008",1436.1,97.9° W,TRACK IT,-97.9,INMARSAT 4-F3,Inmarsat,97.9° W,-0.376,0.271,TRUE
DIRECTV 2 (DBS 2),23192,1994-047A,"August 3, 1994",1460,97.4° W,TRACK IT,-97.4,DIRECTV 2 (DBS 2),United States,97.4° W,-0.384,0.270,TRUE
ECHOSTAR 19,41893,2016-079A,"December 18, 2016",1436.1,97.1° W,TRACK IT,-97.1,ECHOSTAR 19,United States,97.1° W,-0.389,0.270,TRUE
GALAXY 19,33376,2008-045A,"September 24, 2008",1436.1,97° W,TRACK IT,-97,GALAXY 19,United States,97° W,-0.391,0.270,TRUE
JCSAT 3,23649,1995-043A,"August 29, 1995",1452.4,96.2° W,TRACK IT,-96.2,JCSAT 3,Japan,96.2° W,-0.404,0.270,TRUE
HELLAS-SAT 2,27811,2003-020A,"May 13, 2003",1436.1,95.2° W,TRACK IT,-95.2,HELLAS-SAT 2,Greece,95.2° W,-0.419,0.269,TRUE
GALAXY 3C,27445,2002-030A,"June 15, 2002",1436.1,95.1° W,TRACK IT,-95.1,GALAXY 3C,United States,95.1° W,-0.421,0.268,TRUE
INTELSAT 30 (IS-30),40271,2014-062A,"October 16, 2014",1436,94.9° W,TRACK IT,-94.9,INTELSAT 30 (IS-30),Intelsat,94.9° W,-0.424,0.268,TRUE
SPACEWAY 3,32018,2007-036A,"August 14, 2007",1436.1,94.9° W,TRACK IT,-94.9,SPACEWAY 3,United States,94.9° W,-0.424,0.268,TRUE
TDF 2,20705,1990-063A,"July 24, 1990",1460.3,94.4° W,TRACK IT,-94.4,TDF 2,France,94.4° W,-0.432,0.265,TRUE
TELSTAR 4 (TELSTAR 402R),23670,1995-049A,"September 24, 1995",1436.4,94.1° W,TRACK IT,-94.1,TELSTAR 4 (TELSTAR 402R),United States,94.1° W,-0.437,0.265,TRUE
AEHF 4 (USA 288),43651,2018-079A,"October 17, 2018",1436.1,94° W,TRACK IT,-94,AEHF 4 (USA 288),United States,94° W,-0.438,0.263,TRUE
INSAT 3B,26108,2000-016B,"March 21, 2000",1445,93.4° W,TRACK IT,-93.4,INSAT 3B,India,93.4° W,-0.448,0.262,TRUE
GALAXY 25 (TELSTAR 5),24812,1997-026A,"May 24, 1997",1436.1,93° W,TRACK IT,-93,GALAXY 25 (TELSTAR 5),United States,93° W,-0.454,0.259,TRUE
JCSAT 1,19874,1989-020A,"March 6, 1989",1446.8,93° W,TRACK IT,-93,JCSAT 1,Japan,93° W,-0.454,0.259,TRUE
NEWSAT-1 (PALAPA B2R),20570,1990-034A,"April 13, 1990",1446.9,92.9° W,TRACK IT,-92.9,NEWSAT-1 (PALAPA B2R),United States,92.9° W,-0.456,0.258,TRUE
ICO G-1,32763,2008-016A,"April 14, 2008",1436.1,92.8° W,TRACK IT,-92.8,ICO G-1,United States,92.8° W,-0.457,0.257,TRUE
BRAZILSAT B4,26469,2000-046A,"August 17, 2000",1436.1,92° W,TRACK IT,-92,BRAZILSAT B4,Brazil,92° W,-0.469,0.254,TRUE
GALAXY 5,21906,1992-013A,"March 14, 1992",1450.4,91.8° W,TRACK IT,-91.8,GALAXY 5,United States,91.8° W,-0.473,0.253,TRUE
BRAZILSAT B1,23199,1994-049A,"August 10, 1994",1450.9,91.1° W,TRACK IT,-91.1,BRAZILSAT B1,Brazil,91.1° W,-0.483,0.253,TRUE
NIMIQ 6,38342,2012-026A,"May 17, 2012",1436.1,91.1° W,TRACK IT,-91.1,NIMIQ 6,Canada,91.1° W,-0.483,0.253,TRUE
INMARSAT 2-F4,21940,1992-021B,"April 15, 1992",1470.2,91° W,TRACK IT,-91,INMARSAT 2-F4,Inmarsat,91° W,-0.485,0.253,TRUE
GALAXY 17,31307,2007-016B,"May 4, 2007",1436.1,90.9° W,TRACK IT,-90.9,GALAXY 17,United States,90.9° W,-0.486,0.252,TRUE
EUROBIRD 4A(EUTELSAT W1),26487,2000-052A,"September 6, 2000",1466.7,90.9° W,TRACK IT,-90.9,EUROBIRD 4A(EUTELSAT W1),Europe,90.9° W,-0.486,0.250,TRUE
GALAXY 8,25086,1997-078A,"December 8, 1997",1444.4,90.8° W,TRACK IT,-90.8,GALAXY 8,United States,90.8° W,-0.488,0.247,TRUE
USA 115,23712,1995-060A,"November 6, 1995",1436.1,90.5° W,TRACK IT,-90.5,USA 115,United States,90.5° W,-0.492,0.247,TRUE
SBS 2,12855,1981-096A,"September 24, 1981",1438.3,90.1° W,TRACK IT,-90.1,SBS 2,United States,90.1° W,-0.498,0.244,TRUE
SATCOM 3R,12967,1981-114A,"November 20, 1981",1438.6,90° W,TRACK IT,-90,SATCOM 3R,United States,90° W,-0.500,0.242,TRUE
APPLE,12545,1981-057B,"June 19, 1981",1439.6,90° W,TRACK IT,-90,APPLE,India,90° W,-0.500,0.242,TRUE
SMS 2,7648,1975-011A,"February 6, 1975",1447.1,89.2° W,TRACK IT,-89.2,SMS 2,United States,89.2° W,-0.512,0.242,TRUE
GALAXY 28 (IA 8),28702,2005-022A,"June 23, 2005",1436.1,89° W,TRACK IT,-89,GALAXY 28 (IA 8),Intelsat,89° W,-0.515,0.241,TRUE
SKYNET 4A,20401,1990-001A,"January 1, 1990",1454.6,88.3° W,TRACK IT,-88.3,SKYNET 4A,United Kingdom,88.3° W,-0.525,0.240,TRUE
INTELSAT 7 (PAS 7),25473,1998-052A,"September 16, 1998",1466.2,88° W,TRACK IT,-88,INTELSAT 7 (PAS 7),United States,88° W,-0.530,0.240,TRUE
TUPAC KATARI,39481,2013-075A,"December 20, 2013",1436.1,87.1° W,TRACK IT,-87.1,TUPAC KATARI,Bolivia,87.1° W,-0.543,0.239,TRUE
SES 2,37809,2011-049A,"September 21, 2011",1436.1,87° W,TRACK IT,-87,SES 2,SES,87° W,-0.545,0.236,TRUE
NIMIQ 1,25740,1999-027A,"May 20, 1999",1436.1,86.5° W,TRACK IT,-86.5,NIMIQ 1,Canada,86.5° W,-0.552,0.234,TRUE
ECHOSTAR 12 (RAINBOW 1),27852,2003-033A,"July 17, 2003",1436.1,86.4° W,TRACK IT,-86.4,ECHOSTAR 12 (RAINBOW 1),United States,86.4° W,-0.553,0.234,TRUE
XM-5,37185,2010-053A,"October 14, 2010",1436.1,85.2° W,TRACK IT,-85.2,XM-5,United States,85.2° W,-0.571,0.233,TRUE
XM-3,28626,2005-008A,"March 1, 2005",1436.1,85.1° W,TRACK IT,-85.1,XM-3,United States,85.1° W,-0.572,0.232,TRUE
BONUM 1,25546,1998-068A,"November 22, 1998",1454,85° W,TRACK IT,-85,BONUM 1,Russia,85° W,-0.574,0.230,TRUE
AMC-16,28472,2004-048A,"December 17, 2004",1436.1,84.9° W,TRACK IT,-84.9,AMC-16,SES,84.9° W,-0.575,0.227,TRUE
AMC-2 (GE-2),24713,1997-002A,"January 30, 1997",1436.1,84.9° W,TRACK IT,-84.9,AMC-2 (GE-2),SES,84.9° W,-0.575,0.226,TRUE
OPS 4258,10508,1977-114A,"December 11, 1977",1434.6,84.5° W,TRACK IT,-84.5,OPS 4258,United States,84.5° W,-0.581,0.224,TRUE
STARONE D1,41904,2016-082B,"December 21, 2016",1436.2,84° W,TRACK IT,-84,STARONE D1,Brazil,84° W,-0.588,0.223,TRUE
ST 1,25460,1998-049A,"August 25, 1998",1458.3,83.2° W,TRACK IT,-83.2,ST 1,Singapore / Taiwan,83.2° W,-0.599,0.222,TRUE
AMC-6 (GE-6),26580,2000-067A,"October 21, 2000",1436.1,83° W,TRACK IT,-83,AMC-6 (GE-6),SES,83° W,-0.602,0.219,TRUE
NIMIQ 4,33373,2008-044A,"September 19, 2008",1436.1,82° W,TRACK IT,-82,NIMIQ 4,Canada,82° W,-0.616,0.219,TRUE
ASC 1,15994,1985-076C,"August 27, 1985",1436.1,81.5° W,TRACK IT,-81.5,ASC 1,United States,81.5° W,-0.623,0.218,TRUE
COMSTAR 3,10975,1978-068A,"June 29, 1978",1451.7,81.4° W,TRACK IT,-81.4,COMSTAR 3,United States,81.4° W,-0.624,0.215,TRUE
INSAT 3E,27951,2003-043E,"September 27, 2003",1428.5,81.4° W,TRACK IT,-81.4,INSAT 3E,India,81.4° W,-0.624,0.215,TRUE
NATO 3D,15391,1984-115A,"November 14, 1984",1516.5,81.3° W,TRACK IT,-81.3,NATO 3D,NATO,81.3° W,-0.625,0.214,TRUE
METEOSAT 6,22912,1993-073B,"November 20, 1993",1454.8,81.1° W,TRACK IT,-81.1,METEOSAT 6,Europe,81.1° W,-0.628,0.212,TRUE
ARSAT 2,40941,2015-054B,"September 30, 2015",1436.1,81° W,TRACK IT,-81,ARSAT 2,Argentina,81° W,-0.629,0.210,TRUE
FLTSATCOM 5,12635,1981-073A,"August 6, 1981",1460.4,80.7° W,TRACK IT,-80.7,FLTSATCOM 5,United States,80.7° W,-0.633,0.209,TRUE
SATCOM K1,16482,1986-003B,"January 12, 1986",1446.5,79.9° W,TRACK IT,-79.9,SATCOM K1,United States,79.9° W,-0.644,0.209,TRUE
GORIZONT 32,23880,1996-034A,"May 25, 1996",1437.8,79.3° W,TRACK IT,-79.3,GORIZONT 32,Russia,79.3° W,-0.652,0.207,TRUE
METEOSAT 5 (MOP 2),21140,1991-015B,"March 2, 1991",1462.7,79.1° W,TRACK IT,-79.1,METEOSAT 5 (MOP 2),Europe,79.1° W,-0.655,0.206,TRUE
SKY MEXICO-1,40664,2015-026B,"May 27, 2015",1436.1,78.8° W,TRACK IT,-78.8,SKY MEXICO-1,Mexico,78.8° W,-0.659,0.203,TRUE
NSTAR A,23651,1995-044A,"August 29, 1995",1452.7,78.6° W,TRACK IT,-78.6,NSTAR A,Japan,78.6° W,-0.661,0.203,TRUE
VENESAT-1,33414,2008-055A,"October 29, 2008",1436.1,78° W,TRACK IT,-78,VENESAT-1,Venezuela,78° W,-0.669,0.202,TRUE
CHINASAT 20,28082,2003-052A,"November 14, 2003",1452.9,77.2° W,TRACK IT,-77.2,CHINASAT 20,China,77.2° W,-0.679,0.202,TRUE
QUETZSAT 1,37826,2011-054A,"September 29, 2011",1436.1,77° W,TRACK IT,-77,QUETZSAT 1,Mexico,77° W,-0.682,0.202,TRUE
KAZSAT 1,29230,2006-022A,"June 17, 2006",1451.1,76.5° W,TRACK IT,-76.5,KAZSAT 1,Kazakhstan,76.5° W,-0.688,0.201,TRUE
INTELSAT 16,36397,2010-006A,"February 12, 2010",1436.1,76.2° W,TRACK IT,-76.2,INTELSAT 16,Intelsat,76.2° W,-0.692,0.201,TRUE
TVSAT 2,20168,1989-062A,"August 8, 1989",1442.3,75.9° W,TRACK IT,-75.9,TVSAT 2,Germany,75.9° W,-0.696,0.199,TRUE
GOES 16,41866,2016-071A,"November 19, 2016",1436.1,75.2° W,TRACK IT,-75.2,GOES 16,United States,75.2° W,-0.705,0.199,TRUE
STARONE C3,38991,2012-062A,"November 10, 2012",1436.1,75° W,TRACK IT,-75,STARONE C3,Brazil,75° W,-0.707,0.198,TRUE
SGDC,42692,2017-023B,"May 4, 2017",1436.1,74.8° W,TRACK IT,-74.8,SGDC,Brazil,74.8° W,-0.710,0.198,TRUE
GALAXY 3R,23741,1995-069A,"December 15, 1995",1436.1,74° W,TRACK IT,-74,GALAXY 3R,United States,74° W,-0.719,0.193,TRUE
AMAZONAS 4A,39616,2014-011A,"March 22, 2014",1436.1,74° W,TRACK IT,-74,AMAZONAS 4A,Spain,74° W,-0.719,0.190,TRUE
NATO 4A,21047,1991-001A,"January 8, 1991",1465.1,73.8° W,TRACK IT,-73.8,NATO 4A,NATO,73.8° W,-0.722,0.189,TRUE
ASTRA 1D,23331,1994-070A,"November 1, 1994",1436.1,73.2° W,TRACK IT,-73.2,ASTRA 1D,SES,73.2° W,-0.729,0.188,TRUE
NIMIQ 5,35873,2009-050A,"September 17, 2009",1436.1,72.7° W,TRACK IT,-72.7,NIMIQ 5,Canada,72.7° W,-0.735,0.186,TRUE
ARABSAT 3A,25638,1999-009A,"February 26, 1999",1438.1,72.6° W,TRACK IT,-72.6,ARABSAT 3A,Arabsat,72.6° W,-0.736,0.185,TRUE
NSS 806 (INTELSAT 806),25239,1998-014A,"February 28, 1998",1453.4,72.5° W,TRACK IT,-72.5,NSS 806 (INTELSAT 806),SES,72.5° W,-0.737,0.178,TRUE
AMC-3 (GE-3),24936,1997-050A,"September 4, 1997",1436.1,72° W,TRACK IT,-72,AMC-3 (GE-3),SES,72° W,-0.743,0.178,TRUE
ARSAT 1,40272,2014-062B,"October 16, 2014",1436.1,71.8° W,TRACK IT,-71.8,ARSAT 1,Argentina,71.8° W,-0.745,0.178,TRUE
DFH-3 1,23415,1994-080A,"November 29, 1994",1426.2,71.1° W,TRACK IT,-71.1,DFH-3 1,China,71.1° W,-0.754,0.177,TRUE
INTELSAT 6B (PAS 6B),25585,1998-075A,"December 22, 1998",1452.3,71° W,TRACK IT,-71,INTELSAT 6B (PAS 6B),United States,71° W,-0.755,0.176,TRUE
NILESAT 102,26470,2000-046B,"August 17, 2000",1468.8,70.9° W,TRACK IT,-70.9,NILESAT 102,Egypt,70.9° W,-0.756,0.175,TRUE
SUPERBIRD C,24880,1997-036A,"July 28, 1997",1453.5,70.9° W,TRACK IT,-70.9,SUPERBIRD C,Japan,70.9° W,-0.756,0.173,TRUE
DFS 2,20706,1990-063B,"July 24, 1990",1446.6,70.9° W,TRACK IT,-70.9,DFS 2,Germany,70.9° W,-0.756,0.173,TRUE
FENGYUN 2B,26382,2000-032A,"June 25, 2000",1438.9,70.5° W,TRACK IT,-70.5,FENGYUN 2B,China,70.5° W,-0.760,0.168,TRUE
NATO 4B,22921,1993-076A,"December 8, 1993",1461.7,70.5° W,TRACK IT,-70.5,NATO 4B,NATO,70.5° W,-0.760,0.168,TRUE
STAR ONE C2,32768,2008-018B,"April 18, 2008",1436.1,70° W,TRACK IT,-70,STAR ONE C2,Brazil,70° W,-0.766,0.166,TRUE
STAR ONE C4,40733,2015-034B,"July 15, 2015",1436.1,70° W,TRACK IT,-70,STAR ONE C4,Brazil,70° W,-0.766,0.165,TRUE
VIASAT 2,42740,2017-029A,"June 1, 2017",1436.1,69.9° W,TRACK IT,-69.9,VIASAT 2,United States,69.9° W,-0.767,0.164,TRUE
ETS 6,23230,1994-056A,"August 28, 1994",861.8,69.9° W,TRACK IT,-69.9,ETS 6,Japan,69.9° W,-0.767,0.162,TRUE
INTELSAT 702,23124,1994-034A,"June 17, 1994",1455.4,68.7° W,TRACK IT,-68.7,INTELSAT 702,Intelsat,68.7° W,-0.780,0.162,TRUE
SAKURA 2B (CS-2B),14248,1983-081A,"August 5, 1983",1457.3,68° W,TRACK IT,-68,SAKURA 2B (CS-2B),Japan,68° W,-0.788,0.161,TRUE
SAKURA 2A (CS-2A),13782,1983-006A,"February 4, 1983",1448.6,67.6° W,TRACK IT,-67.6,SAKURA 2A (CS-2A),Japan,67.6° W,-0.792,0.161,TRUE
AEHF 2 (USA 235),38254,2012-019A,"May 4, 2012",1436.1,67.5° W,TRACK IT,-67.5,AEHF 2 (USA 235),United States,67.5° W,-0.793,0.159,TRUE
ASTRA 1H,25785,1999-033A,"June 18, 1999",1436.1,67.1° W,TRACK IT,-67.1,ASTRA 1H,SES,67.1° W,-0.798,0.159,TRUE
SES-10,42432,2017-017A,"March 30, 2017",1436.1,66.8° W,TRACK IT,-66.8,SES-10,SES,66.8° W,-0.801,0.159,TRUE
TDRS 1,13969,1983-026B,"April 4, 1983",1458.3,65.2° W,TRACK IT,-65.2,TDRS 1,United States,65.2° W,-0.817,0.159,TRUE
EUTE 65W,41382,2016-014A,"March 9, 2016",1436.1,65.2° W,TRACK IT,-65.2,EUTE 65W,Europe,65.2° W,-0.817,0.153,TRUE
ASIASAT 1,20558,1990-030A,"April 7, 1990",1451,65.1° W,TRACK IT,-65.1,ASIASAT 1,AsiaSat,65.1° W,-0.818,0.145,TRUE
STAR ONE C1,32293,2007-056A,"November 14, 2007",1436.1,65° W,TRACK IT,-65,STAR ONE C1,Brazil,65° W,-0.819,0.138,TRUE
ANIK B1 (TELESAT-4),11153,1978-116A,"December 16, 1978",1442.7,64.7° W,TRACK IT,-64.7,ANIK B1 (TELESAT-4),Canada,64.7° W,-0.822,0.137,TRUE
INTELSAT 8 (PAS 8),25522,1998-065A,"November 4, 1998",1512.8,64.6° W,TRACK IT,-64.6,INTELSAT 8 (PAS 8),United States,64.6° W,-0.823,0.137,TRUE
OPS 6391 (FLTSATCOM 1),10669,1978-016A,"February 9, 1978",1454.5,64.1° W,TRACK IT,-64.1,OPS 6391 (FLTSATCOM 1),United States,64.1° W,-0.828,0.135,TRUE
WESTAR 1,7250,1974-022A,"April 13, 1974",1441.5,64° W,TRACK IT,-64,WESTAR 1,United States,64° W,-0.829,0.134,TRUE
TELSTAR 19V,43562,2018-059A,"July 22, 2018",1436.1,63° W,TRACK IT,-63,TELSTAR 19V,Canada,63° W,-0.839,0.133,TRUE
TELSTAR 14R,37602,2011-021A,"May 20, 2011",1436.1,63° W,TRACK IT,-63,TELSTAR 14R,Canada,63° W,-0.839,0.132,TRUE
LES 6,3431,1968-081D,"September 26, 1968",1436.5,62.4° W,TRACK IT,-62.4,LES 6,United States,62.4° W,-0.844,0.131,TRUE
TELECOM 2C,23730,1995-067A,"December 6, 1995",1470.3,62.3° W,TRACK IT,-62.3,TELECOM 2C,France,62.3° W,-0.845,0.126,TRUE
INMARSAT 3-F2,24307,1996-053A,"September 6, 1996",1440.1,62.1° W,TRACK IT,-62.1,INMARSAT 3-F2,Inmarsat,62.1° W,-0.847,0.125,TRUE
ECHOSTAR 15,36792,2010-034A,"July 10, 2010",1436.1,61.6° W,TRACK IT,-61.6,ECHOSTAR 15,United States,61.6° W,-0.852,0.121,TRUE
EUTELSAT 2-F4,22028,1992-041B,"July 9, 1992",1453.4,61.6° W,TRACK IT,-61.6,EUTELSAT 2-F4,Europe,61.6° W,-0.852,0.115,TRUE
ECHOSTAR 16,39008,2012-065A,"November 20, 2012",1436.1,61.5° W,TRACK IT,-61.5,ECHOSTAR 16,United States,61.5° W,-0.853,0.114,TRUE
ECHOSTAR XVIII,41592,2016-039B,"June 18, 2016",1436.1,61.3° W,TRACK IT,-61.3,ECHOSTAR XVIII,United States,61.3° W,-0.854,0.113,TRUE
GALAXY 10R,26056,2000-002A,"January 25, 2000",1445.2,61° W,TRACK IT,-61,GALAXY 10R,United States,61° W,-0.857,0.111,TRUE
AMAZONAS 3,39078,2013-006A,"February 7, 2013",1436.1,61° W,TRACK IT,-61,AMAZONAS 3,Spain,61° W,-0.857,0.111,TRUE
AMAZONAS 2,35942,2009-054A,"September 30, 2009",1436.1,61° W,TRACK IT,-61,AMAZONAS 2,Spain,61° W,-0.857,0.107,TRUE
AMAZONAS 5,42934,2017-053A,"September 11, 2017",1436.1,60.9° W,TRACK IT,-60.9,AMAZONAS 5,Spain,60.9° W,-0.858,0.106,TRUE
GOES 13,29155,2006-018A,"May 24, 2006",1436.1,59.7° W,TRACK IT,-59.7,GOES 13,United States,59.7° W,-0.869,0.106,TRUE
INTELSAT 21,38749,2012-045A,"August 19, 2012",1436.1,58° W,TRACK IT,-58,INTELSAT 21,Intelsat,58° W,-0.883,0.095,TRUE
GARUDA 1,26089,2000-011A,"February 12, 2000",1441.3,56.5° W,TRACK IT,-56.5,GARUDA 1,Indonesia,56.5° W,-0.895,0.093,TRUE
ANIK A3 (TELESAT-3),7790,1975-038A,"May 7, 1975",1439.3,56.4° W,TRACK IT,-56.4,ANIK A3 (TELESAT-3),Canada,56.4° W,-0.896,0.092,TRUE
STTW-5,21833,1991-088A,"December 28, 1991",632.6,56.3° W,TRACK IT,-56.3,STTW-5,China,56.3° W,-0.896,0.091,TRUE
ECHOSTAR 1,23754,1995-073A,"December 28, 1995",1455.5,55.9° W,TRACK IT,-55.9,ECHOSTAR 1,United States,55.9° W,-0.900,0.090,TRUE
OPS 3148,3889,1969-036A,"April 13, 1969",1434.3,55.6° W,TRACK IT,-55.6,OPS 3148,United States,55.6° W,-0.902,0.082,TRUE
INTELSAT 34,40874,2015-039A,"August 20, 2015",1436.1,55.5° W,TRACK IT,-55.5,INTELSAT 34,Intelsat,55.5° W,-0.903,0.080,TRUE
OPS 7329,4510,1970-069A,"September 1, 1970",1434.9,55.3° W,TRACK IT,-55.3,OPS 7329,United States,55.3° W,-0.904,0.080,TRUE
INMARSAT 5-F2,40384,2015-005A,"February 1, 2015",1436.1,55° W,TRACK IT,-55,INMARSAT 5-F2,Inmarsat,55° W,-0.906,0.079,TRUE
INMARSAT 3-F5,25153,1998-006B,"February 4, 1998",1436.1,54° W,TRACK IT,-54,INMARSAT 3-F5,Inmarsat,54° W,-0.914,0.074,TRUE
THAICOM 1,22931,1993-078B,"December 18, 1993",1451.8,53.9° W,TRACK IT,-53.9,THAICOM 1,Thailand,53.9° W,-0.914,0.071,TRUE
INTELSAT 23,38867,2012-057A,"October 14, 2012",1436.1,53° W,TRACK IT,-53,INTELSAT 23,Intelsat,53° W,-0.921,0.070,TRUE
COSMOS 2319,23653,1995-045A,"August 30, 1995",1437.1,51.9° W,TRACK IT,-51.9,COSMOS 2319,Russia,51.9° W,-0.928,0.068,TRUE
MEASAT 2,24653,1996-063B,"November 13, 1996",1445,51.7° W,TRACK IT,-51.7,MEASAT 2,Malaysia,51.7° W,-0.929,0.066,TRUE
OPTUS A1 (AUSSAT 1),15993,1985-076B,"August 27, 1985",1443.4,51.4° W,TRACK IT,-51.4,OPTUS A1 (AUSSAT 1),Australia,51.4° W,-0.931,0.060,TRUE
TDRS 9,27389,2002-011A,"March 8, 2002",1438.9,51.1° W,TRACK IT,-51.1,TDRS 9,United States,51.1° W,-0.933,0.058,TRUE
KOREASAT 1,23639,1995-041A,"August 5, 1995",1444.8,51.1° W,TRACK IT,-51.1,KOREASAT 1,South Korea,51.1° W,-0.933,0.056,TRUE
RADUGA 1M-1,32373,2007-058A,"December 9, 2007",1448.7,50.2° W,TRACK IT,-50.2,RADUGA 1M-1,Russia,50.2° W,-0.938,0.050,TRUE
ARABSAT 1A,15560,1985-015A,"February 8, 1985",1434,50° W,TRACK IT,-50,ARABSAT 1A,Arabsat,50° W,-0.940,0.049,TRUE
INTELSAT 29E,41308,2016-004A,"January 27, 2016",1436.1,50° W,TRACK IT,-50,INTELSAT 29E,Intelsat,50° W,-0.940,0.048,TRUE
TDRS 3,19548,1988-091B,"September 29, 1988",1436,47.9° W,TRACK IT,-47.9,TDRS 3,United States,47.9° W,-0.952,0.044,TRUE
SES 14,43175,2018-012B,"January 25, 2018",1436.1,47.5° W,TRACK IT,-47.5,SES 14,SES,47.5° W,-0.954,0.043,TRUE
