Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
EKRAN 11,14377,1983-100A,"September 29, 1983",1435.3,67.8° E,TRACK IT,67.8,EKRAN 11,Russia,67.8° E,0.135716,-0.306158,TRUE
INSAT 1D,20643,1990-051A,"June 12, 1990",1436,68° E,TRACK IT,68,INSAT 1D,India,68° E,0.139173,-0.306010,TRUE
INTELSAT 36,41747,2016-053A,"August 24, 2016",1436.1,68.5° E,TRACK IT,68.5,INTELSAT 36,Intelsat,68.5° E,0.147809,-0.305623,TRUE
INTELSAT 20,38740,2012-043A,"August 2, 2012",1436,68.6° E,TRACK IT,68.6,INTELSAT 20,Intelsat,68.6° E,0.149535,-0.305543,TRUE
HISPASAT 1A,22116,1992-060A,"September 10, 1992",1450,68.9° E,TRACK IT,68.9,HISPASAT 1A,Spain,68.9° E,0.154710,-0.305296,TRUE
RADUGA 30,22836,1993-062A,"September 30, 1993",1436,69.1° E,TRACK IT,69.1,RADUGA 30,Russia,69.1° E,0.158158,-0.305128,TRUE
ELEKTRO (GOMS),23327,1994-069A,"October 31, 1994",1436.3,69.4° E,TRACK IT,69.4,ELEKTRO (GOMS),Russia,69.4° E,0.163326,-0.304868,TRUE
SYMPHONIE 1,7578,1974-101A,"December 19, 1974",1440.9,69.6° E,TRACK IT,69.6,SYMPHONIE 1,France / Germany,69.6° E,0.166769,-0.304690,TRUE
RADUGA 32,23448,1994-087A,"December 28, 1994",1436,69.6° E,TRACK IT,69.6,RADUGA 32,Russia,69.6° E,0.166769,-0.304690,TRUE
COSMOS 2440,33108,2008-033A,"June 27, 2008",1436.1,69.7° E,TRACK IT,69.7,COSMOS 2440,Russia,69.7° E,0.168489,-0.304599,TRUE
COSMOS 2133,21111,1991-010A,"February 14, 1991",1436,69.8° E,TRACK IT,69.8,COSMOS 2133,Russia,69.8° E,0.170209,-0.304508,TRUE
COSMOS 1366,13177,1982-044A,"May 17, 1982",1436.2,69.9° E,TRACK IT,69.9,COSMOS 1366,Russia,69.9° E,0.171929,-0.304416,TRUE
RADUGA-1M 3,39375,2013-062A,"November 11, 2013",1436.1,70° E,TRACK IT,70,RADUGA-1M 3,Russia,70° E,0.173648,-0.304322,TRUE
EUTE 36A (EUTE W4),26369,2000-028A,"May 24, 2000",1436.1,70.3° E,TRACK IT,70.3,EUTE 36A (EUTE W4),Europe,70.3° E,0.178802,-0.304037,TRUE
COSMOS 1961,19344,1988-066A,"August 1, 1988",1436,70.4° E,TRACK IT,70.4,COSMOS 1961,Russia,70.4° E,0.180519,-0.303940,TRUE
EUTE 70B,39020,2012-069A,"December 3, 2012",1436.1,70.6° E,TRACK IT,70.6,EUTE 70B,Europe,70.6° E,0.183951,-0.303744,TRUE
LEASAT 2,15236,1984-093C,"August 30, 1984",1477.6,70.7° E,TRACK IT,70.7,LEASAT 2,United States,70.7° E,0.185667,-0.303644,TRUE
ASTRA 1B,21139,1991-015A,"March 2, 1991",1461.8,71.1° E,TRACK IT,71.1,ASTRA 1B,SES,71.1° E,0.192522,-0.303236,TRUE
OPS 9751,10016,1977-038A,"May 23, 1977",1435.6,71.2° E,TRACK IT,71.2,OPS 9751,United States,71.2° E,0.194234,-0.303132,TRUE
INTELSAT 22,38098,2012-011A,"March 25, 2012",1436.1,72.1° E,TRACK IT,72.1,INTELSAT 22,Intelsat,72.1° E,0.209619,-0.302152,TRUE
COSMOS 2350,25315,1998-025A,"April 29, 1998",1436.3,72.7° E,TRACK IT,72.7,COSMOS 2350,Russia,72.7° E,0.219846,-0.301457,TRUE
OPS 6063,6380,1973-013A,"March 6, 1973",1436.2,72.8° E,TRACK IT,72.8,OPS 6063,United States,72.8° E,0.221548,-0.301338,TRUE
INSAT 3DR,41752,2016-054A,"September 8, 2016",1436.1,73.9° E,TRACK IT,73.9,INSAT 3DR,India,73.9° E,0.240228,-0.299968,TRUE
GSAT-7 (INSAT 4F),39234,2013-044B,"August 29, 2013",1436.1,73.9° E,TRACK IT,73.9,GSAT-7 (INSAT 4F),India,73.9° E,0.240228,-0.299968,TRUE
GSAT 11,43824,2018-100B,"December 4, 2018",1436.1,73.9° E,TRACK IT,73.9,GSAT 11,India,73.9° E,0.240228,-0.299968,TRUE
GSAT-14,39498,2014-001A,"January 5, 2014",1436.1,74° E,TRACK IT,74,GSAT-14,India,74° E,0.241922,-0.299838,TRUE
GSAT 18,41793,2016-060A,"October 5, 2016",1436.1,74° E,TRACK IT,74,GSAT 18,India,74° E,0.241922,-0.299838,TRUE
EUTELSAT 1-F2 (ECS 2),15158,1984-081A,"August 4, 1984",1457.6,74° E,TRACK IT,74,EUTELSAT 1-F2 (ECS 2),Europe,74° E,0.241922,-0.299838,TRUE
MUOS 4,40887,2015-044A,"September 2, 2015",1436.1,74.3° E,TRACK IT,74.3,MUOS 4,United States,74.3° E,0.246999,-0.299442,TRUE
HGS 4 (GALAXY 4),22694,1993-039A,"June 25, 1993",1436,74.7° E,TRACK IT,74.7,HGS 4 (GALAXY 4),United States,74.7° E,0.253758,-0.298902,TRUE
ABS 2A,41588,2016-038A,"June 15, 2016",1436.1,74.7° E,TRACK IT,74.7,ABS 2A,Bermuda,74.7° E,0.253758,-0.298902,TRUE
ABS 2,39508,2014-006A,"February 6, 2014",1436.1,74.9° E,TRACK IT,74.9,ABS 2,China,74.9° E,0.257133,-0.298627,TRUE
COSMOS 1540,14783,1984-022A,"March 2, 1984",1436.3,74.9° E,TRACK IT,74.9,COSMOS 1540,Russia,74.9° E,0.257133,-0.298627,TRUE
SIRIO,10294,1977-080A,"August 25, 1977",1436.1,75.2° E,TRACK IT,75.2,SIRIO,Italy,75.2° E,0.262189,-0.298206,TRUE
LUCH 1,23680,1995-054A,"October 11, 1995",1436,75.5° E,TRACK IT,75.5,LUCH 1,Russia,75.5° E,0.267238,-0.297778,TRUE
TELKOM 1,25880,1999-042A,"August 12, 1999",1435.7,75.6° E,TRACK IT,75.6,TELKOM 1,Indonesia,75.6° E,0.268920,-0.297634,TRUE
GALS 2,23717,1995-063A,"November 17, 1995",1441.8,75.6° E,TRACK IT,75.6,GALS 2,Russia,75.6° E,0.268920,-0.297634,TRUE
INSAT 3A,27714,2003-013A,"April 9, 2003",1442.9,75.7° E,TRACK IT,75.7,INSAT 3A,India,75.7° E,0.270600,-0.297488,TRUE
ELEKTRO-L 2,41105,2015-074A,"December 11, 2015",1436.1,76° E,TRACK IT,76,ELEKTRO-L 2,Russia,76° E,0.275637,-0.297046,TRUE
EKRAN 2,10365,1977-092A,"September 20, 1977",1435.3,76° E,TRACK IT,76,EKRAN 2,Russia,76° E,0.275637,-0.297046,TRUE
APSTAR 7,38107,2012-013A,"March 31, 2012",1436.1,76.5° E,TRACK IT,76.5,APSTAR 7,China,76.5° E,0.284015,-0.296292,TRUE
TIANLIAN 1-04,41869,2016-072A,"November 22, 2016",1436.1,77° E,TRACK IT,77,TIANLIAN 1-04,China,77° E,0.292372,-0.295514,TRUE
GALAXY 9,23877,1996-033A,"May 24, 1996",1446.7,77.9° E,TRACK IT,77.9,GALAXY 9,United States,77.9° E,0.307357,-0.294059,TRUE
EXPRESS AM-11,28234,2004-015A,"April 26, 2004",1451.1,78° E,TRACK IT,78,EXPRESS AM-11,Russia,78° E,0.309017,-0.293893,TRUE
YAMAL 101,25896,1999-047A,"September 6, 1999",1442.1,78.2° E,TRACK IT,78.2,YAMAL 101,Russia,78.2° E,0.312335,-0.293558,TRUE
THAICOM 5,29163,2006-020B,"May 27, 2006",1436.1,78.4° E,TRACK IT,78.4,THAICOM 5,Thailand,78.4° E,0.315649,-0.293219,TRUE
THAICOM 8,41552,2016-031A,"May 27, 2016",1436.1,78.5° E,TRACK IT,78.5,THAICOM 8,Thailand,78.5° E,0.317305,-0.293048,TRUE
THAICOM 6,39500,2014-002A,"January 6, 2014",1436.1,78.5° E,TRACK IT,78.5,THAICOM 6,Thailand,78.5° E,0.317305,-0.293048,TRUE
FENGYUN 2H,43491,2018-050A,"June 5, 2018",1436.1,79.1° E,TRACK IT,79.1,FENGYUN 2H,China,79.1° E,0.327218,-0.292005,TRUE
COSMOS 2371,26394,2000-036A,"July 4, 2000",1436.1,79.3° E,TRACK IT,79.3,COSMOS 2371,Russia,79.3° E,0.330514,-0.291651,TRUE
CTDRS,32779,2008-019A,"April 25, 2008",1436.1,79.6° E,TRACK IT,79.6,CTDRS,China,79.6° E,0.335452,-0.291112,TRUE
COSMOS 2085,20693,1990-061A,"July 18, 1990",1436,79.7° E,TRACK IT,79.7,COSMOS 2085,Russia,79.7° E,0.337095,-0.290930,TRUE
BEIDOU G3,36590,2010-024A,"June 2, 2010",1436.1,80° E,TRACK IT,80,BEIDOU G3,China,80° E,0.342020,-0.290381,TRUE
COSMOS 2513,41121,2015-075A,"December 13, 2015",1436.1,80.2° E,TRACK IT,80.2,COSMOS 2513,Russia,80.2° E,0.345298,-0.290010,TRUE
USA 250 (NROL-67),39652,2014-020A,"April 10, 2014",1436.1,81.2° E,TRACK IT,81.2,USA 250 (NROL-67),United States,81.2° E,0.361625,-0.288104,TRUE
ESIAFI 1 (COMSTAR 4),12309,1981-018A,"February 21, 1981",1436.1,81.2° E,TRACK IT,81.2,ESIAFI 1 (COMSTAR 4),United States,81.2° E,0.361625,-0.288104,TRUE
PAKSAT 1 (ANATOLIA 1),23779,1996-006A,"February 1, 1996",1446,81.6° E,TRACK IT,81.6,PAKSAT 1 (ANATOLIA 1),Pakistan,81.6° E,0.368125,-0.287317,TRUE
SYMPHONIE 2,8132,1975-077A,"August 27, 1975",1440.6,81.6° E,TRACK IT,81.6,SYMPHONIE 2,France / Germany,81.6° E,0.368125,-0.287317,TRUE
YURI (BSE),10792,1978-039A,"April 7, 1978",1437.1,81.8° E,TRACK IT,81.8,YURI (BSE),Japan,81.8° E,0.371368,-0.286918,TRUE
INSAT 3D,39216,2013-038B,"July 25, 2013",1436.1,82.1° E,TRACK IT,82.1,INSAT 3D,India,82.1° E,0.376224,-0.286313,TRUE
BEIDOU IGSO 6,41434,2016-021A,"March 29, 2016",1436.2,82.1° E,TRACK IT,82.1,BEIDOU IGSO 6,China,82.1° E,0.376224,-0.286313,TRUE
GSAT 12,37746,2011-034A,"July 15, 2011",1436.1,82.9° E,TRACK IT,82.9,GSAT 12,India,82.9° E,0.389124,-0.284662,TRUE
GSAT 10,38779,2012-051B,"September 28, 2012",1436.1,82.9° E,TRACK IT,82.9,GSAT 10,India,82.9° E,0.389124,-0.284662,TRUE
GSAT 6,40880,2015-041A,"August 27, 2015",1436.1,83° E,TRACK IT,83,GSAT 6,India,83° E,0.390731,-0.284452,TRUE
INSAT 4A,28911,2005-049A,"December 21, 2005",1436.1,83° E,TRACK IT,83,INSAT 4A,India,83° E,0.390731,-0.284452,TRUE
IRNSS 1C,40269,2014-061A,"October 15, 2014",1436.1,83.2° E,TRACK IT,83.2,IRNSS 1C,India,83.2° E,0.393942,-0.284028,TRUE
SUPERBIRD 4,26095,2000-012A,"February 18, 2000",1456.8,83.3° E,TRACK IT,83.3,SUPERBIRD 4,Japan,83.3° E,0.395546,-0.283816,TRUE
EKRAN 7,12564,1981-061A,"June 26, 1981",1435.3,83.3° E,TRACK IT,83.3,EKRAN 7,Russia,83.3° E,0.395546,-0.283816,TRUE
DRTS,27516,2002-042B,"September 10, 2002",1450.6,83.7° E,TRACK IT,83.7,DRTS,Japan,83.7° E,0.401948,-0.282955,TRUE
SYNCOM 2 (A 26),634,1963-031A,"July 26, 1963",1436.3,83.9° E,TRACK IT,83.9,SYNCOM 2 (A 26),United States,83.9° E,0.405142,-0.282520,TRUE
BEIDOU G6,38953,2012-059A,"October 25, 2012",1436.1,84° E,TRACK IT,84,BEIDOU G6,China,84° E,0.406737,-0.282301,TRUE
TDRS 7,23613,1995-035B,"July 13, 1995",1436.1,84.1° E,TRACK IT,84.1,TDRS 7,United States,84.1° E,0.408330,-0.282081,TRUE
FLTSATCOM 7 (USA 20),17181,1986-096A,"December 5, 1986",1444.2,84.1° E,TRACK IT,84.1,FLTSATCOM 7 (USA 20),United States,84.1° E,0.408330,-0.282081,TRUE
DIRECTV 3 (DBS/NIMIQ 3),23598,1995-029A,"June 10, 1995",1454.6,84.4° E,TRACK IT,84.4,DIRECTV 3 (DBS/NIMIQ 3),United States,84.4° E,0.413104,-0.281417,TRUE
HORIZONS 2,32388,2007-063B,"December 21, 2007",1436.1,84.8° E,TRACK IT,84.8,HORIZONS 2,Intelsat,84.8° E,0.419452,-0.280519,TRUE
SBS 4,15235,1984-093B,"August 30, 1984",1458.1,85° E,TRACK IT,85,SBS 4,United States,85° E,0.422618,-0.280065,TRUE
INTELSAT 15,36106,2009-067A,"November 30, 2009",1436.1,85.1° E,TRACK IT,85.1,INTELSAT 15,Intelsat,85.1° E,0.424199,-0.279836,TRUE
EKRAN 6,12120,1980-104A,"December 26, 1980",1436.8,85.9° E,TRACK IT,85.9,EKRAN 6,Russia,85.9° E,0.436802,-0.277979,TRUE
DIRECTV 1 (DBS 1),22930,1993-078A,"December 18, 1993",1454.8,86.1° E,TRACK IT,86.1,DIRECTV 1 (DBS 1),United States,86.1° E,0.439939,-0.277506,TRUE
THAICOM 2,23314,1994-065B,"October 8, 1994",1446,86.4° E,TRACK IT,86.4,THAICOM 2,Thailand,86.4° E,0.444635,-0.276790,TRUE
KAZSAT 2,37749,2011-035B,"July 15, 2011",1436.1,86.5° E,TRACK IT,86.5,KAZSAT 2,Kazakhstan,86.5° E,0.446198,-0.276550,TRUE
YAMAL 102,25897,1999-047B,"September 6, 1999",1440.4,87.3° E,TRACK IT,87.3,YAMAL 102,Russia,87.3° E,0.458650,-0.274598,TRUE
CHINASAT 15A,39017,2012-067A,"November 27, 2012",1436.1,87.5° E,TRACK IT,87.5,CHINASAT 15A,China,87.5° E,0.461749,-0.274101,TRUE
INSAT 1C,19330,1988-063A,"July 21, 1988",1435.6,87.6° E,TRACK IT,87.6,INSAT 1C,India,87.6° E,0.463296,-0.273852,TRUE
INTELSAT 2 (PAS 2),23175,1994-040A,"July 8, 1994",1451.8,87.9° E,TRACK IT,87.9,INTELSAT 2 (PAS 2),United States,87.9° E,0.467930,-0.273099,TRUE
ST 2,37606,2011-022B,"May 20, 2011",1436.1,88° E,TRACK IT,88,ST 2,Singapore / Taiwan,88° E,0.469472,-0.272846,TRUE
WGS F4 (USA 233),38070,2012-003A,"January 20, 2012",1436.1,88.4° E,TRACK IT,88.4,WGS F4 (USA 233),United States,88.4° E,0.475624,-0.271826,TRUE
TDRS 8,26388,2000-034A,"June 30, 2000",1436,88.5° E,TRACK IT,88.5,TDRS 8,United States,88.5° E,0.477159,-0.271569,TRUE
EKRAN 1,9503,1976-107A,"October 26, 1976",1435.5,88.5° E,TRACK IT,88.5,EKRAN 1,Russia,88.5° E,0.477159,-0.271569,TRUE
SBS 5,19484,1988-081B,"September 8, 1988",1443.1,88.7° E,TRACK IT,88.7,SBS 5,United States,88.7° E,0.480223,-0.271053,TRUE
OTS 2,10855,1978-044A,"May 11, 1978",1452.5,89.8° E,TRACK IT,89.8,OTS 2,Europe,89.8° E,0.496974,-0.268154,TRUE
YAMAL 401,40345,2014-082A,"December 15, 2014",1436.1,89.9° E,TRACK IT,89.9,YAMAL 401,Russia,89.9° E,0.498488,-0.267886,TRUE
INSAT 1B,14318,1983-089B,"August 30, 1983",1434.6,90.1° E,TRACK IT,90.1,INSAT 1B,India,90.1° E,0.501511,-0.267346,TRUE
MEASAT 3B,40147,2014-054B,"September 11, 2014",1436.1,91.5° E,TRACK IT,91.5,MEASAT 3B,Malaysia,91.5° E,0.522499,-0.263480,TRUE
MEASAT 3A,35362,2009-032A,"June 21, 2009",1436.1,91.5° E,TRACK IT,91.5,MEASAT 3A,Malaysia,91.5° E,0.522499,-0.263480,TRUE
MEASAT 3,29648,2006-056A,"December 11, 2006",1436.1,91.5° E,TRACK IT,91.5,MEASAT 3,Malaysia,91.5° E,0.522499,-0.263480,TRUE
CHINASAT 9,33051,2008-028A,"June 9, 2008",1436.1,92.2° E,TRACK IT,92.2,CHINASAT 9,China,92.2° E,0.532876,-0.261488,TRUE
HELLAS SAT 1 (DFS 3),22175,1992-066A,"October 12, 1992",1444,92.3° E,TRACK IT,92.3,HELLAS SAT 1 (DFS 3),Greece,92.3° E,0.534352,-0.261200,TRUE
INMARSAT 2-F3,21814,1991-084B,"December 16, 1991",1499,92.5° E,TRACK IT,92.5,INMARSAT 2-F3,Inmarsat,92.5° E,0.537300,-0.260622,TRUE
SKYNET 4D,25134,1998-002A,"January 10, 1998",1452.3,92.6° E,TRACK IT,92.6,SKYNET 4D,United Kingdom,92.6° E,0.538771,-0.260332,TRUE
SATCOM 2R,14328,1983-094A,"September 8, 1983",1448.6,93.2° E,TRACK IT,93.2,SATCOM 2R,United States,93.2° E,0.547563,-0.258574,TRUE
GSAT 15,41028,2015-065A,"November 10, 2015",1436.1,93.5° E,TRACK IT,93.5,GSAT 15,India,93.5° E,0.551937,-0.257685,TRUE
GSAT 17,42815,2017-040B,"June 28, 2017",1436.1,93.5° E,TRACK IT,93.5,GSAT 17,India,93.5° E,0.551937,-0.257685,TRUE
INTELSAT 605,21653,1991-055A,"August 14, 1991",1449.8,93.6° E,TRACK IT,93.6,INTELSAT 605,Intelsat,93.6° E,0.553392,-0.257387,TRUE
PALAPA C2,23864,1996-030A,"May 16, 1996",1454.5,94.1° E,TRACK IT,94.1,PALAPA C2,Indonesia,94.1° E,0.560639,-0.255885,TRUE
SJ-17 (SHIJIAN-17),41838,2016-065A,"November 3, 2016",1436,94.4° E,TRACK IT,94.4,SJ-17 (SHIJIAN-17),China,,0.564967,-0.254974,
SMS 1,7298,1974-033A,"May 17, 1974",1460.3,94.7° E,TRACK IT,94.7,SMS 1,United States,94.7° E,0.569280,-0.254056,TRUE
LUCH 5V,39727,2014-023A,"April 28, 2014",1436.1,94.7° E,TRACK IT,94.7,LUCH 5V,Russia,94.7° E,0.569280,-0.254056,TRUE
BEIDOU G2,34779,2009-018A,"April 14, 2009",1434.7,95° E,TRACK IT,95,BEIDOU G2,China,95° E,0.573576,-0.253132,TRUE
SES-8,39460,2013-071A,"December 3, 2013",1436.1,95° E,TRACK IT,95,SES-8,SES,95° E,0.573576,-0.253132,TRUE
NSS 6,27603,2002-057A,"December 17, 2002",1436.1,95° E,TRACK IT,95,NSS 6,SES,95° E,0.573576,-0.253132,TRUE
SES 12,43488,2018-049A,"June 4, 2018",1436.1,95° E,TRACK IT,95,SES 12,SES,95° E,0.573576,-0.253132,TRUE
SKYNET 5A,30794,2007-007B,"March 11, 2007",1436.1,95.2° E,TRACK IT,95.2,SKYNET 5A,United Kingdom,95.2° E,0.576432,-0.252512,TRUE
BEIDOU IGSO 4,37763,2011-038A,"July 26, 2011",1436.2,95.2° E,TRACK IT,95.2,BEIDOU IGSO 4,China,95.2° E,0.576432,-0.252512,TRUE
INTELSAT 707,23816,1996-015A,"March 14, 1996",1462.2,96.3° E,TRACK IT,96.3,INTELSAT 707,Intelsat,96.3° E,0.592013,-0.249046,TRUE
EXPRESS AM-33,32478,2008-003A,"January 28, 2008",1436.1,96.5° E,TRACK IT,96.5,EXPRESS AM-33,Russia,96.5° E,0.594823,-0.248405,TRUE
SATCOM K2,16276,1985-109D,"November 27, 1985",1445.7,96.6° E,TRACK IT,96.6,SATCOM K2,United States,96.6° E,0.596225,-0.248084,TRUE
GSAT 9,42695,2017-024A,"May 5, 2017",1436.1,97.3° E,TRACK IT,97.3,GSAT 9,India,97.3° E,0.605988,-0.245815,TRUE
COSMOS 1888,18384,1987-084A,"October 1, 1987",1434.5,97.6° E,TRACK IT,97.6,COSMOS 1888,Russia,97.6° E,0.610145,-0.244831,TRUE
CHINASAT 11,39157,2013-020A,"May 1, 2013",1436.1,98° E,TRACK IT,98,CHINASAT 11,China,98° E,0.615661,-0.243509,TRUE
CHINASAT 2A,38352,2012-028A,"May 26, 2012",1436.1,98.2° E,TRACK IT,98.2,CHINASAT 2A,China,98.2° E,0.618408,-0.242843,TRUE
THURAYA 3,32404,2008-001A,"January 15, 2008",1436.1,98.5° E,TRACK IT,98.5,THURAYA 3,United Arab Emirates,98.5° E,0.622515,-0.241839,TRUE
STTW-T2,14899,1984-035A,"April 8, 1984",1434.6,98.7° E,TRACK IT,98.7,STTW-T2,China,98.7° E,0.625243,-0.241166,TRUE
JCSAT 5,25067,1997-075A,"December 2, 1997",1459.7,98.7° E,TRACK IT,98.7,JCSAT 5,Japan,98.7° E,0.625243,-0.241166,TRUE
EUTELSAT 2-F1,20777,1990-079B,"August 30, 1990",1449.5,99° E,TRACK IT,99,EUTELSAT 2-F1,Europe,99° E,0.629320,-0.240151,TRUE
OPTUS A3 (AUSSAT 3),18350,1987-078A,"September 16, 1987",1455.9,99° E,TRACK IT,99,OPTUS A3 (AUSSAT 3),Australia,99° E,0.629320,-0.240151,TRUE
AMC-9 (GE-12),27820,2003-024A,"June 6, 2003",1454.1,99.1° E,TRACK IT,99.1,AMC-9 (GE-12),SES,99.1° E,0.630676,-0.239812,TRUE
RADUGA 1-4,25642,1999-010A,"February 28, 1999",1437,99.2° E,TRACK IT,99.2,RADUGA 1-4,Russia,99.2° E,0.632029,-0.239471,TRUE
ASTRA 2A,25462,1998-050A,"August 30, 1998",1436.1,100° E,TRACK IT,100,ASTRA 2A,SES,100° E,0.642788,-0.236721,TRUE
ASIASAT 5,35696,2009-042A,"August 11, 2009",1436.1,100.5° E,TRACK IT,100.5,ASIASAT 5,AsiaSat,100.5° E,0.649448,-0.234978,TRUE
DFS 1,20041,1989-041B,"June 5, 1989",1430.4,100.7° E,TRACK IT,100.7,DFS 1,Germany,100.7° E,0.652098,-0.234276,TRUE
USA 257 (CLIO),40208,2014-055A,"September 17, 2014",1436.1,101.3° E,TRACK IT,101.3,USA 257 (CLIO),United States,101.3° E,0.660002,-0.232153,TRUE
EKRAN 9,13554,1982-093A,"September 16, 1982",1435.6,101.5° E,TRACK IT,101.5,EKRAN 9,Russia,101.5° E,0.662620,-0.231440,TRUE
EUTE 12 WEST A (AB 1),27508,2002-040A,"August 28, 2002",1465,101.8° E,TRACK IT,101.8,EUTE 12 WEST A (AB 1),Europe,101.8° E,0.666532,-0.230365,TRUE
STTW-1,16526,1986-010A,"February 1, 1986",1435.8,102.1° E,TRACK IT,102.1,STTW-1,China,102.1° E,0.670427,-0.229283,TRUE
BEIDOU IGSO 3,37384,2011-013A,"April 9, 2011",1436,102.1° E,TRACK IT,102.1,BEIDOU IGSO 3,China,102.1° E,0.670427,-0.229283,TRUE
EXPRESS AM-3,28707,2005-023A,"June 24, 2005",1436.1,102.9° E,TRACK IT,102.9,EXPRESS AM-3,Russia,102.9° E,0.680721,-0.226368,TRUE
HIMAWARI 1 (GMS 1),10143,1977-065A,"July 14, 1977",1450.9,103.3° E,TRACK IT,103.3,HIMAWARI 1 (GMS 1),Japan,103.3° E,0.685818,-0.224894,TRUE
CHINASAT 2C (ZX 2C),41021,2015-063A,"November 3, 2015",1436.1,103.3° E,TRACK IT,103.3,CHINASAT 2C (ZX 2C),China,103.3° E,0.685818,-0.224894,TRUE
FENGYUN 4A,41882,2016-077A,"December 10, 2016",1436,104.5° E,TRACK IT,104.5,FENGYUN 4A,China,104.5° E,0.700909,-0.220407,TRUE
USA 268,41584,2016-036A,"June 11, 2016",1436.1,104.7° E,TRACK IT,104.7,USA 268,United States,104.7° E,0.703395,-0.219649,TRUE
ASIASTAR,26107,2000-016A,"March 21, 2000",1436.1,104.9° E,TRACK IT,104.9,ASIASTAR,United States,104.9° E,0.705872,-0.218889,TRUE
EUTELSAT 2-F3,21803,1991-083A,"December 7, 1991",1450.2,105.1° E,TRACK IT,105.1,EUTELSAT 2-F3,Europe,105.1° E,0.708340,-0.218126,TRUE
INSAT 2E (APR-1),25666,1999-016A,"April 2, 1999",1445,105.3° E,TRACK IT,105.3,INSAT 2E (APR-1),India,105.3° E,0.710799,-0.217361,TRUE
ASIASAT 7,37933,2011-069A,"November 25, 2011",1436.1,105.5° E,TRACK IT,105.5,ASIASAT 7,AsiaSat,105.5° E,0.713250,-0.216593,TRUE
RADUGA 1-5,26477,2000-049A,"August 28, 2000",1436,105.5° E,TRACK IT,105.5,RADUGA 1-5,Russia,105.5° E,0.713250,-0.216593,TRUE
GAOFEN 4,41194,2015-083A,"December 28, 2015",1436.1,105.7° E,TRACK IT,105.7,GAOFEN 4,China,105.7° E,0.715693,-0.215822,TRUE
METEOSAT 3,19215,1988-051A,"June 15, 1988",1485.3,106.4° E,TRACK IT,106.4,METEOSAT 3,Europe,106.4° E,0.724172,-0.213104,TRUE
NIGCOMSAT 1,31395,2007-018A,"May 13, 2007",1436.3,106.9° E,TRACK IT,106.9,NIGCOMSAT 1,Nigeria,106.9° E,0.730162,-0.211143,TRUE
TJS-2,41911,2017-001A,"January 5, 2017",1436.2,107.4° E,TRACK IT,107.4,TJS-2,China,107.4° E,0.736097,-0.209166,TRUE
ITALSAT 2,24208,1996-044A,"August 8, 1996",1428.7,107.7° E,TRACK IT,107.7,ITALSAT 2,Italy,107.7° E,0.739631,-0.207972,TRUE
SBS 3,13651,1982-110B,"November 11, 1982",1441.1,107.9° E,TRACK IT,107.9,SBS 3,United States,107.9° E,0.741976,-0.207173,TRUE
TELKOM-4,43587,2018-064A,"August 7, 2018",1436.1,108° E,TRACK IT,108,TELKOM-4,Indonesia,108° E,0.743145,-0.206773,TRUE
SES 7 (PROTOSTAR 2),34941,2009-027A,"May 16, 2009",1436.1,108.2° E,TRACK IT,108.2,SES 7 (PROTOSTAR 2),SES,108.2° E,0.745476,-0.205970,TRUE
SES-9,41380,2016-013A,"March 4, 2016",1436.1,108.3° E,TRACK IT,108.3,SES-9,SES,108.3° E,0.746638,-0.205567,TRUE
INSAT 3C,27298,2002-002A,"January 23, 2002",1450.1,109.7° E,TRACK IT,109.7,INSAT 3C,India,109.7° E,0.762668,-0.199869,TRUE
SATCOM C4,22096,1992-057A,"August 31, 1992",1454.3,109.7° E,TRACK IT,109.7,SATCOM C4,United States,109.7° E,0.762668,-0.199869,TRUE
BSAT-4A,42951,2017-059B,"September 29, 2017",1436.1,109.8° E,TRACK IT,109.8,BSAT-4A,Japan,109.8° E,0.763796,-0.199457,TRUE
BSAT-3B,37207,2010-056B,"October 28, 2010",1436.1,109.8° E,TRACK IT,109.8,BSAT-3B,Japan,109.8° E,0.763796,-0.199457,TRUE
COMSTAR 1,8838,1976-042A,"May 13, 1976",1442.6,109.8° E,TRACK IT,109.8,COMSTAR 1,United States,109.8° E,0.763796,-0.199457,TRUE
BSAT-3A,32019,2007-036B,"August 14, 2007",1436.1,109.9° E,TRACK IT,109.9,BSAT-3A,Japan,109.9° E,0.764921,-0.199045,TRUE
BSAT-3C,37776,2011-041B,"August 6, 2011",1436.2,110° E,TRACK IT,110,BSAT-3C,Japan,110° E,0.766044,-0.198632,TRUE
JCSAT 15,41903,2016-082A,"December 21, 2016",1436.1,110.1° E,TRACK IT,110.1,JCSAT 15,Japan,110.1° E,0.767165,-0.198219,TRUE
INTELSAT 604,20667,1990-056A,"June 23, 1990",1462.9,110.1° E,TRACK IT,110.1,INTELSAT 604,Intelsat,110.1° E,0.767165,-0.198219,TRUE
CHINASAT 16,42662,2017-018A,"April 12, 2017",1436.1,110.5° E,TRACK IT,110.5,CHINASAT 16,China,110.5° E,0.771625,-0.196559,TRUE
CHINASAT 10,37677,2011-026A,"June 20, 2011",1436.1,110.5° E,TRACK IT,110.5,CHINASAT 10,China,110.5° E,0.771625,-0.196559,TRUE
